Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Doctoral Degree,Poverty Line,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
Suburban,Elderly,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
High School Diploma,Unemployed,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
German,Self-Employed,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
Single Person,Jewish,False,,,,llama3-8b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Homemaker,Atheist,False,,,,llama3-8b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Hindu,Divorced,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
Bachelor's Degree,Spanish,False,,,,llama3-8b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Entrepreneur,Extended Family,False,,,,llama3-8b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Low,Moderate,True,True,Self-Esteem,Emotional Stability,llama3-8b,lora_70b_en_v0_alt,psychology,
Emotion-Focused,Self-Aware,True,True,Emotional Regulation,Self-Reflection,llama3-8b,lora_70b_en_v0_alt,psychology,
Emotion-Focused,Avoidant,True,False,Coping Mechanisms,,llama3-8b,lora_70b_en_v0_alt,psychology,
Pragmatic,Intuitive,True,False,Cognitive Style,,llama3-8b,lora_70b_en_v0_alt,psychology,
Moderate,High,True,True,Self-Esteem,Self-Esteem,llama3-8b,lora_70b_en_v0_alt,psychology,
Semantic,Episodic,True,False,Memory Type,,llama3-8b,lora_70b_en_v0_alt,psychology,
Pragmatic,Analytical,True,True,Cognitive Style,Cognitive Style,llama3-8b,lora_70b_en_v0_alt,psychology,
Extraverted,Conscientious,True,False,Personality Traits,,llama3-8b,lora_70b_en_v0_alt,psychology,
Observational,Reinforcement,True,False,Learning Strategies,,llama3-8b,lora_70b_en_v0_alt,psychology,
Agreeable,Conscientious,True,False,Personality Traits,,llama3-8b,lora_70b_en_v0_alt,psychology,
Semantic,Moderate,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Low,Self-Aware,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Selective,Avoidant,False,True,,Attachment Style,llama3-8b,lora_70b_en_v0_alt,psychology,
Pragmatic,Exploratory,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Lowly Supportive,Intuitive,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Problem-Focused,High,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Problem-Focused,Episodic,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Observational,Analytical,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Highly Supportive,Conscientious,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Lowly Supportive,Distractible,False,False,,,llama3-8b,lora_70b_en_v0_alt,psychology,
Medium Business Confidence,High Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Interest Rate,High Interest Rate,True,True,Interest Rate,Interest Rate,llama3-8b,lora_70b_en_v0_alt,finance,
Low Unemployment,Medium Unemployment,True,True,Unemployment Rate,Unemployment Rate,llama3-8b,lora_70b_en_v0_alt,finance,
High Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt,finance,
Volatile Market,Stable Market,True,True,Market Volatility,Market Volatility,llama3-8b,lora_70b_en_v0_alt,finance,
Moderate Growth,Slow Growth,True,True,Economic Growth,Economic Growth Rate,llama3-8b,lora_70b_en_v0_alt,finance,
High Inflation,Low Inflation,True,True,Inflation Rate,Inflation Rate,llama3-8b,lora_70b_en_v0_alt,finance,
Stable Currency,Strong Currency,True,True,Currency Exchange Rate,Currency Strength,llama3-8b,lora_70b_en_v0_alt,finance,
High Inflation,Moderate Inflation,True,True,Inflation Rate,Inflation Rate,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Unemployment,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Stable Currency,High Interest Rate,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
High Consumer Confidence,Slow Growth,False,,,,llama3-8b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Low Interest Rate,Low Inflation,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Low Government Spending,Moderate Growth,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Tax Rate,Medium Unemployment,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Strong Currency,Low Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Consumer Confidence,Low Business Confidence,False,True,,Business Confidence,llama3-8b,lora_70b_en_v0_alt,finance,
Medium Interest Rate,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
Uncertain Market,High Consumer Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt,finance,
High,Moderate,True,,Traffic Congestion,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Social Housing,Cooperative Housing,True,True,Housing Tenure,Housing Type,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Low,Moderate,True,,Traffic Congestion,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
No Public Transportation,Subway,True,False,Public Transportation Availability,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Bus Service,Light Rail,True,,Public Transportation Availability,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,"
Pedestrian Paths,Sidewalks,True,True,Pedestrian Infrastructure,Infrastructure for Walking,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Low,No Traffic,True,,Traffic Congestion,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Graffiti,No Visible Urban Decay,True,False,Urban Decay Indicators,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Community Center,None of the Above,True,,Presence of Community Facilities,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, False, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Park,Community Center,True,True,Presence of Community Facilities,Public Spaces,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
No Pedestrian Infrastructure,Moderate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Library,Social Housing,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
High,Cooperative Housing,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0, 0, 0, NaN, NaN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
Library,Moderate,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
No Pedestrian Infrastructure,No Public Transportation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Moderate,Playground,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Litter,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
None of the Above,Subway,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,"0, 0, False, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Graffiti,Light Rail,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Social Housing,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,urban studies,
Gravitational Force,Weak Nuclear Force,True,,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Beta- Negative Radiation,Beta- Positive Radiation,True,True,Type of Radiation,Type of Radiation,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Weak Nuclear Force,Strong Nuclear Force,True,True,Type of Force,Nuclear Force,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Plasma,Liquid,True,False,State of Matter,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Gluon,W Boson,True,,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0, 0, 0, NaN, NaN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
Translational Symmetry,Charge Symmetry,True,False,Type of Symmetry,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Gravitational Force,Electromagnetic Force,True,False,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Photon,Z Boson,True,,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Time,Height,True,False,Dimension of Space,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Beta- Positive Radiation,Gamma Radiation,True,True,Type of Radiation,Ionizing Radiation,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Gas,Weak Nuclear Force,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Down Quark,Beta- Positive Radiation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Strange Quark,Strong Nuclear Force,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, Strong Nuclear Force, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Gamma Radiation,Liquid,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Excited State,W Boson,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Width,Charge Symmetry,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Strong Nuclear Force,Tau,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Liquid,Alpha Radiation,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Electron,Gluon,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Beta- Negative Radiation,Electromagnetic Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,physics,
Mediterranean diet,Vegetarian,True,True,Dietary habits,Dietary patterns,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Moderate drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Current smoker,Never smoked,True,True,Smoking status,Smoking Status,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Diabetes,Respiratory disease,True,False,Chronic disease condition,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Heavy drinker,Moderate drinker,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Low stress,High stress,True,True,Stress levels,Stress,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
History of cancer,History of cardiovascular disease,True,True,Family medical history,Family History,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
1-2 times a week,3-4 times a week,True,True,Exercise frequency,Frequency of exercise,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Respiratory medication,Psychiatric medication,True,False,Medication usage,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Heavy drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Pain medication,Vegetarian,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Depression,Abstainer,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Mediterranean diet,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Former smoker,Respiratory disease,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Pain medication,Moderate drinker,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Depression,High stress,False,True,,Psychological Distress,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
History of neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
No mental health issues,History of cardiovascular disease,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Anxiety disorder,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,health,
Class 1,Class 100,True,,Impurity Level,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 nm,22 nm,True,,Fabrication Process Node,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
High,Medium,True,True,Yield Rate,Wafer Fabrication Process,mixtral-8x7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,
Class 1000,Class 10,True,,Impurity Level,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
